id,label
14,0
15,0
16,0
17,1
18,1
19,1
20,1
21,3
22,2
23,3
24,0
25,0
26,0
27,0
49,0
50,2
51,1
52,1
53,2
54,2
55,2
56,3
57,2
58,3
59,2
60,1
61,0
62,0
84,0
85,1
86,2
87,2
88,1
89,2
90,2
91,1
92,1
93,3
94,2
95,1
96,1
97,1
98,0
119,0
120,1
121,2
122,2
123,2
124,2
125,3
126,3
127,3
128,2
129,2
130,1
131,2
132,1
133,1
134,0
154,1
155,2
156,2
157,2
158,1
159,1
160,3
161,2
162,2
163,2
164,1
165,1
166,1
167,1
168,1
169,1
170,1
186,1
187,1
188,0
189,1
190,2
191,2
192,2
193,2
194,1
195,3
196,3
197,1
198,2
199,2
200,2
201,2
202,1
203,1
204,1
205,1
218,0
219,0
220,0
221,1
222,1
223,1
224,1
225,2
226,2
227,2
228,2
229,3
230,3
231,1
232,3
233,1
234,2
235,3
236,1
237,1
238,2
239,1
240,0
253,0
254,0
255,1
256,1
257,2
258,2
259,2
260,3
261,2
262,2
263,2
264,3
265,1
266,2
267,2
268,1
269,2
270,1
271,1
272,2
273,1
274,1
275,0
287,1
288,1
289,1
290,1
291,1
292,1
293,2
294,2
295,3
296,2
297,2
298,2
299,3
300,2
301,3
302,3
303,2
304,2
305,1
306,2
307,2
308,1
309,1
310,0
321,1
322,1
323,1
324,1
325,1
326,1
327,2
328,2
329,3
330,3
331,2
332,2
333,1
334,3
335,2
336,2
337,3
338,2
339,3
340,2
341,2
342,2
343,1
344,1
345,0
356,0
357,1
358,3
359,2
360,2
361,2
362,2
363,1
364,2
365,1
366,2
367,2
368,1
369,3
370,1
371,2
372,2
373,2
374,3
375,3
376,2
377,2
378,0
379,0
380,1
388,0
389,2
390,1
391,1
392,1
393,2
394,1
395,2
396,3
397,1
398,3
399,1
400,1
401,3
402,3
403,3
404,3
405,3
406,3
407,1
408,2
409,3
410,2
411,2
412,1
413,0
414,1
415,0
423,1
424,1
425,1
426,1
427,1
428,1
429,1
430,1
431,2
432,3
433,2
434,1
435,3
436,3
437,2
438,3
439,3
440,2
441,3
442,3
443,3
444,3
445,2
446,2
447,1
448,0
449,0
450,0
458,0
459,0
460,0
461,0
462,1
463,1
464,1
465,2
466,3
467,2
468,1
469,3
470,0
471,0
472,3
473,3
474,2
475,2
476,2
477,2
478,3
479,3
480,2
481,3
482,2
483,1
484,1
485,1
486,0
494,0
495,1
496,1
497,0
498,1
499,2
500,1
501,3
502,2
503,1
504,3
505,0
506,0
507,3
508,3
509,3
510,1
511,3
512,3
513,3
514,3
515,2
516,3
517,2
518,1
519,1
520,1
521,0
526,0
527,1
528,0
529,0
530,1
531,1
532,1
533,1
534,2
535,3
536,3
537,1
538,3
539,3
540,1
541,0
542,0
543,3
544,3
545,3
546,3
547,3
548,3
549,3
550,3
551,3
552,2
553,2
554,0
560,0
561,0
562,1
563,1
564,1
565,1
566,2
567,2
568,3
569,2
570,3
571,3
572,2
573,3
574,3
575,2
576,2
577,1
578,3
579,3
580,3
581,3
582,3
583,2
584,3
585,2
586,1
587,0
588,1
589,0
595,0
596,1
597,1
598,1
599,2
600,3
601,2
602,1
603,1
604,2
605,3
606,3
607,2
608,2
609,3
610,3
611,3
612,2
613,3
614,3
615,3
616,3
617,3
618,2
619,2
620,2
621,2
622,0
623,0
624,1
625,0
630,1
631,1
632,1
633,2
634,2
635,1
636,2
637,3
638,2
639,2
640,2
641,2
642,2
643,2
644,3
645,3
646,3
647,3
648,3
649,3
650,3
651,3
652,3
653,3
654,2
655,2
656,0
657,0
658,1
659,0
665,1
666,1
667,1
668,2
669,1
670,1
671,2
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,2
680,2
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,2
691,2
692,1
693,2
694,1
695,0
700,1
701,1
702,1
703,1
704,1
705,2
706,2
707,2
708,2
709,2
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,2
727,2
728,1
729,0
730,1
735,0
736,0
737,0
738,2
739,2
740,2
741,2
742,2
743,3
744,3
745,3
746,3
747,3
748,3
749,2
750,3
751,2
752,3
753,3
754,3
755,3
756,3
757,3
758,3
759,3
760,2
761,1
762,2
763,1
764,1
772,0
773,1
774,0
775,0
776,1
777,3
778,2
779,2
780,3
781,2
782,2
783,3
784,3
785,3
786,3
787,3
788,3
789,3
790,3
791,3
792,3
793,3
794,3
795,3
796,2
797,2
798,1
799,1
800,0
808,0
809,0
810,0
811,1
812,2
813,2
814,3
815,3
816,3
817,2
818,3
819,3
820,3
821,3
822,3
823,3
824,3
825,2
826,1
827,3
828,3
829,3
830,3
831,2
832,2
833,2
834,2
835,0
836,0
837,0
838,0
843,1
844,1
845,1
846,2
847,2
848,2
849,2
850,2
851,2
852,3
853,2
854,3
855,2
856,0
857,3
858,3
859,3
860,2
861,2
862,2
863,2
864,3
865,2
866,3
867,1
868,2
869,2
870,1
871,1
872,1
873,0
880,0
881,2
882,3
883,3
884,3
885,3
886,3
887,3
888,1
889,3
890,3
891,3
892,3
893,3
894,3
895,3
896,1
897,2
898,2
899,2
900,2
901,1
902,2
903,1
904,2
905,2
906,1
907,1
908,0
915,0
916,1
917,1
918,2
919,2
920,3
921,3
922,3
923,1
924,2
925,3
926,3
927,3
928,3
929,3
930,2
931,2
932,2
933,1
934,1
935,1
936,1
937,2
938,1
939,0
940,1
941,2
942,1
943,0
950,0
951,0
952,0
953,2
954,2
955,3
956,3
957,3
958,0
959,2
960,3
961,2
962,3
963,3
964,2
965,1
966,3
967,1
968,1
969,0
970,0
971,1
972,1
973,1
974,0
976,0
977,0
978,0
986,1
987,2
988,3
989,2
990,3
991,2
992,2
993,0
994,2
995,2
996,2
997,2
998,3
999,2
1000,2
1001,1
1002,0
1003,0
1004,0
1021,0
1022,1
1023,2
1024,2
1025,3
1026,2
1027,2
1028,0
1029,1
1030,3
1031,2
1032,3
1033,2
1034,3
1035,2
1036,3
1037,1
1038,0
1039,1
1057,1
1058,1
1059,1
1060,2
1061,1
1062,1
1063,0
1064,3
1065,2
1066,3
1067,3
1068,2
1069,3
1070,1
1071,2
1072,1
1073,2
1074,1
1075,1
1076,0
1093,1
1094,2
1095,1
1096,2
1097,1
1098,0
1099,2
1100,3
1101,3
1102,3
1103,3
1104,3
1105,2
1106,2
1107,1
1108,2
1109,2
1110,1
1111,0
1112,1
1127,0
1128,1
1129,3
1130,2
1131,2
1132,0
1133,2
1134,3
1135,2
1136,3
1137,3
1138,3
1139,3
1140,3
1141,3
1142,2
1143,3
1144,2
1145,0
1146,0
1147,0
1161,0
1162,0
1163,1
1164,1
1165,2
1166,0
1167,0
1168,3
1169,3
1170,2
1171,3
1172,3
1173,2
1174,3
1175,2
1176,3
1177,1
1178,1
1179,2
1180,1
1181,0
1182,0
1197,0
1198,0
1199,1
1200,2
1201,1
1202,1
1203,1
1204,3
1205,2
1206,3
1207,2
1208,1
1209,3
1210,1
1211,2
1212,2
1213,2
1214,2
1215,1
1216,1
1234,0
1235,0
1236,1
1237,1
1238,3
1239,2
1240,2
1241,3
1242,3
1243,3
1244,1
1245,1
1246,2
1247,1
1248,2
1249,2
1250,0
1251,0
1271,0
1272,2
1273,3
1274,3
1275,3
1276,2
1277,2
1278,3
1279,1
1280,1
1281,2
1282,1
1283,3
1284,1
1285,1
1306,0
1307,1
1308,2
1309,0
1310,0
1311,3
1312,3
1313,1
1314,2
1315,1
1316,1
1317,1
1318,1
1319,1
1320,0
1345,1
1346,3
1347,3
1348,1
1349,0
1350,2
1351,2
1352,1
1353,1
1354,0
1380,0
1381,2
1382,2
1383,1
1384,1
1385,0
1386,0
1387,2
1388,1
1389,0
1416,1
1417,2
1418,0
1419,2
1420,1
1421,1
1422,0
1423,1
1424,0
1452,0
1453,1
1454,1
1455,1
1456,1
1457,1
1458,0
1459,0
1488,0
1489,0
1490,0
1491,0
1492,1
1493,0
1525,0
1526,0
1527,0
1528,0
